Ship type,Reporting Period,Technical efficiency,tech_eff_name,tech_eff,Port of Registry,Home Port,Total fuel consumption [m tonnes],Total CO₂ emissions [m tonnes],CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes],CO₂ emissions which occurred within ports under a MS jurisdiction at berth [m tonnes],Annual Total time spent at sea [hours],Annual average Fuel consumption per distance [kg / n mile],Annual average Fuel consumption per transport work (mass) [g / m tonnes · n miles],Annual average CO₂ emissions per distance [kg CO₂ / n mile],Annual average CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles],C02 emissions per hour,C02 emissions per fuel consumption,EEOI_Index
Bulk carrier,2018,EIV (4.12 gCO₂/t·nm),EIV,4.12,VALLETTA,,1045.63,3281.59,0.0,1627.84,1534.41,119.33,861.45,101.39,2.75,318.2,8.64,3.809379534505775,3.138385470960091,8.64
Bulk carrier,2018,EIV (4.35 gCO₂/t·nm),EIV,4.35,Panama,Panama,1560.51,4881.76,17.13,1755.87,2743.51,365.25,1293.7,102.62,2.6,321.02,8.15,3.7734868980443688,3.1283106164010483,8.15
Bulk carrier,2018,EIV (4.53 gCO₂/t·nm),EIV,4.53,Majuro,Majuro,1052.35,3296.14,0.0,1533.68,1693.82,68.64,1237.25,83.99,1.78,263.06,5.58,2.66408567387351,3.132170855703901,5.58
Bulk carrier,2018,EIV (4.18 gCO₂/t·nm),EIV,4.18,Panama,,1472.27,4598.51,0.0,1540.48,2847.33,183.69,1387.84,89.97,2.1,281.02,6.55,3.3134295019598805,3.1234148627629446,6.55
Bulk carrier,2018,EIV (6.89 gCO₂/t·nm),EIV,6.89,Hong Kong,Hong Kong,416.09,1312.4,41.68,466.24,758.12,46.36,721.6,61.17,2.44,192.93,7.7,1.8187361419068737,3.1541253094282493,7.7
Bulk carrier,2018,EIV (6.44 gCO₂/t·nm),EIV,6.44,Majuro,,905.03,2843.42,140.87,1497.91,1025.14,179.5,1360.2,78.81,3.83,247.59,12.02,2.0904425819732393,3.1417964045390763,12.02
Bulk carrier,2018,EIV (3.73 gCO₂/t·nm),EIV,3.73,VALLETTA,,773.3,2420.18,0.0,967.91,1330.92,121.35,775.5,96.9,3.33,303.28,10.43,3.120799484203739,3.129678003362214,10.43
Bulk carrier,2018,EIV (3.91 gCO₂/t·nm),EIV,3.91,Majuro,,1530.29,4774.79,0.0,1247.55,3471.61,55.64,1568.75,92.66,2.07,289.1,6.45,3.0436908366533864,3.120186369903744,6.45
Bulk carrier,2018,EIV (4.93 gCO₂/t·nm),EIV,4.93,Panama,,740.7,2327.0,250.39,131.45,1872.07,73.1,634.45,89.38,2.48,280.79,7.78,3.667743715028765,3.1416227892534088,7.78
Bulk carrier,2018,EIV (6.03 gCO₂/t·nm),EIV,6.03,Bergen,Bergen,1688.5,5296.87,107.08,2107.62,2795.59,286.59,1512.0,101.77,3.89,319.26,12.21,3.5032208994708993,3.1370269469943737,12.21
Bulk carrier,2018,EIV (6.3 gCO₂/t·nm),EIV,6.3,Bergen,Bergen,2476.0,7724.6,673.96,1979.48,2888.83,445.43,2235.73,97.29,2.6,303.51,8.1,3.4550683669316062,3.1197899838449112,8.1
Bulk carrier,2018,EIV (5.57 gCO₂/t·nm),EIV,5.57,Panama,Panama,1243.84,3915.69,0.0,1724.37,2093.95,97.37,1250.7,110.65,3.17,348.34,9.97,3.130798752698489,3.1480656676099823,9.97
Bulk carrier,2018,EIV (4.54 gCO₂/t·nm),EIV,4.54,PANAMA,,1583.69,4966.04,2166.99,535.36,2107.53,156.16,1188.9,109.09,1.76,342.09,5.52,4.177003953234082,3.1357399491062012,5.52
Bulk carrier,2018,EIV (5.77 gCO₂/t·nm),EIV,5.77,PANAMA,,409.81,1289.34,213.42,1030.87,0.0,45.06,379.1,93.14,3.85,293.03,12.1,3.401055130572408,3.1461896976647714,12.1
Bulk carrier,2018,EIV (5.27 gCO₂/t·nm),EIV,5.27,Majuro,,393.0,1225.83,0.0,931.36,239.96,54.5,414.0,95.76,2.39,298.69,7.47,2.960942028985507,3.1191603053435113,7.47
Bulk carrier,2018,EIV (7.01 gCO₂/t·nm),EIV,7.01,Hong Kong,Hong Kong,631.2,1983.62,222.5,1062.55,626.76,71.81,1034.9,61.82,2.84,194.28,8.94,1.9167262537443228,3.1426172370088716,8.94
Bulk carrier,2018,EIV (4.85 gCO₂/t·nm),EIV,4.85,Singapore,-,967.78,3017.67,21.36,2751.21,123.17,121.92,828.5,100.79,2.03,314.28,6.34,3.6423295111647556,3.118136353303437,6.34
Bulk carrier,2018,EIV (3.59 gCO₂/t·nm),EIV,3.59,,,1292.0,4033.87,0.0,1771.0,2210.0,112.0,1138.0,109.65,2.97,342.35,9.26,3.544701230228471,3.12219040247678,9.26
Bulk carrier,2018,EIV (6.96 gCO₂/t·nm),EIV,6.96,"Hong Kong, China","Hong Kong, China",874.9,2745.35,425.52,1170.28,1087.67,61.88,1392.6,58.45,2.5,183.41,7.83,1.9713844607209536,3.1379014744542233,7.83
Bulk carrier,2018,EIV (6.57 gCO₂/t·nm),EIV,6.57,Majuro,,1796.9,5659.45,382.63,3098.44,1807.89,370.49,2744.5,71.01,3.45,223.64,10.88,2.062106030242303,3.149563136512883,10.88
Bulk carrier,2018,EIV (5.05 gCO₂/t·nm),EIV,5.05,Majuro,,1127.53,3517.35,74.28,1461.37,1834.75,146.95,1004.13,101.52,2.71,316.68,8.44,3.502883092826626,3.11951788422481,8.44
Bulk carrier,2018,3.76 gCO₂/t·nm,,3.76,Valletta,Valletta,2208.84,6908.19,0.0,934.31,5842.48,131.29,2110.65,104.03,1.76,325.37,5.51,3.273015421789496,3.127519421959037,5.51
Bulk carrier,2018,EIV (4.72 gCO₂/t·nm),EIV,4.72,Monrovia,,907.0,2827.88,0.0,1123.15,1632.59,72.14,981.09,92.92,3.31,289.69,10.32,2.8823859177037785,3.1178390297684677,10.32
Bulk carrier,2018,EIV (3.91 gCO₂/t·nm),EIV,3.91,MAJURO,,3758.69,11790.99,607.92,4399.72,6322.63,460.7,3654.31,92.29,1.98,289.51,6.22,3.226598181325613,3.1369945379906294,6.22
Bulk carrier,2018,EIV (7.02 gCO₂/t·nm),EIV,7.02,Douglas,,505.4,1578.78,465.92,130.69,806.19,175.99,826.45,85.31,4.73,266.51,14.76,1.9103152035815838,3.1238227146814403,14.76
Bulk carrier,2018,EIV (4.89 gCO₂/t·nm),EIV,4.89,Singapore,-,614.66,1914.19,0.0,435.4,1395.68,83.11,534.97,92.75,2.47,288.83,7.71,3.578125876217358,3.1142257508215927,7.71
Bulk carrier,2018,EIV (4.99 gCO₂/t·nm),EIV,4.99,Panama,,2263.31,7086.86,425.4,2220.84,4157.36,283.28,2687.8,90.43,2.53,283.16,7.92,2.636676836074112,3.131192810529711,7.92
Bulk carrier,2018,EIV (6.3 gCO₂/t·nm),EIV,6.3,Bergen,Beren,2419.1,7546.99,273.16,2557.08,2389.49,470.43,2463.7,93.83,2.37,292.73,7.39,3.0632747493607178,3.11975114712083,7.39
Bulk carrier,2018,EIV (6.3 gCO₂/t·nm),EIV,6.3,Bergen,Bergen,1971.1,6154.79,516.26,2496.25,1724.37,517.4,2151.0,94.51,2.9,295.12,9.04,2.861362157136216,3.122515346760692,9.04
Bulk carrier,2018,EIV (6.3 gCO₂/t·nm),EIV,6.3,Bergen,Bergen,2822.3,8855.07,297.09,4351.04,3804.05,402.89,2833.3,90.52,2.39,284.01,7.49,3.125355592418734,3.1375367607979303,7.49
Bulk carrier,2018,EIV (7.48 gCO₂/t·nm),EIV,7.48,Majuro,,2788.92,8807.35,1620.83,3645.9,3120.16,420.46,4765.2,77.58,4.95,245.01,15.63,1.8482645009653322,3.157978715775282,15.63
Bulk carrier,2018,EIV (7.44 gCO₂/t·nm),EIV,7.44,Majuro,,2598.63,8196.32,956.56,3353.15,3365.12,521.49,3064.3,75.56,4.71,238.33,14.86,2.6747772737656232,3.1540927334787945,14.86
Bulk carrier,2018,EIV (3.82 gCO₂/t·nm),EIV,3.82,Majuro,Majuro,1858.25,5796.09,51.13,2054.91,3383.77,306.3,1694.12,129.98,3.68,405.43,11.48,3.4212983731967044,3.119112067805731,11.48
Bulk carrier,2018,EIV (6.25 gCO₂/t·nm),EIV,6.25,Majuro,,1068.45,3356.31,0.0,1778.52,1434.13,143.66,1276.47,98.26,3.94,308.65,12.38,2.6293684927965404,3.141288782816229,12.38
Bulk carrier,2018,EIV (5.55 gCO₂/t·nm),EIV,5.55,MAJURO,,1663.35,5190.94,658.01,2574.97,1813.56,144.4,1513.48,93.74,2.7,292.54,8.42,3.429804159949256,3.1207743409384676,8.42
Bulk carrier,2018,EIV (6.61 gCO₂/t·nm),EIV,6.61,Monrovia,,492.24,1541.79,96.0,415.0,958.0,73.0,712.0,77.03,3.78,241.28,11.84,2.1654353932584267,3.1321916138469037,11.84
Bulk carrier,2018,EIV (6.88 gCO₂/t·nm),EIV,6.88,Panama,,1301.08,4095.59,490.23,1274.25,1986.94,344.17,2406.92,73.19,3.84,230.38,12.08,1.7015895833679557,3.147838718603007,12.08
Bulk carrier,2018,EIV (6.61 gCO₂/t·nm),EIV,6.61,Momrovia,,1524.77,4774.68,801.0,2374.0,1350.0,249.0,1455.0,96.41,4.29,301.89,13.43,3.2815670103092787,3.1314099831449993,13.43
Bulk carrier,2018,EIV (6.29 gCO₂/t·nm),EIV,6.29,,,2193.0,6901.13,112.0,4293.0,2129.0,365.0,2259.0,85.0,4.63,267.48,14.58,3.0549490925188136,3.146890104879161,14.58
Bulk carrier,2018,EIV (4.77 gCO₂/t·nm),EIV,4.77,Majuro,,385.97,1207.07,0.0,1088.14,104.53,14.39,488.2,92.93,3.01,290.63,9.42,2.472490782466202,3.1273674119750234,9.42
Bulk carrier,2018,EIV (6.03 gCO₂/t·nm),EIV,6.03,Zadar,Zadar,1568.57,4905.38,1525.98,715.59,2359.02,304.79,2403.14,65.81,3.65,205.81,11.42,2.041237713990862,3.1272942871532674,11.42
Bulk carrier,2018,EIV (4.37 gCO₂/t·nm),EIV,4.37,Valletta,Valletta,3459.12,10812.32,57.71,3013.24,7375.38,366.0,3021.9,108.4,1.82,338.82,5.7,3.577987358946358,3.125742963528296,5.7
